3|1676|BUSHING GALV. CLASE 150|DE 3" x 1-1/4"|11.21|0.12|14|175|6.41|89.74|1.68|88.06|93.42
3|1700|BUSHING NEGRO CLASE 150|DE 3/4" x 3/8"|0.78|0.01|76|175|0.45|34.2|0.76|33.44|78
4|1700|BUSHING NEGRO CLASE 150|DE 3/4" x 3/8"|0.78|0.01|239|175|0.45|107.55|2.39|105.16|78
4|1704|BUSHING NEGRO CLASE 150|DE 1" x 1/8"|1.16|0.11|90|175|0.66|59.4|9.9|49.5|10.55
3|1704|BUSHING NEGRO CLASE 150|DE 1" x 1/8"|1.16|0.11|627|175|0.66|413.82|68.97|344.85|10.55
4|1716|BUSHING NEGRO CLASE 150|DE 1-1/4" x 3/4"|2.03|0.09|120|175|1.16|139.2|10.8|128.4|22.56
3|1716|BUSHING NEGRO CLASE 150|DE 1-1/4" x 3/4"|2.03|0.09|323|175|1.16|374.68|29.07|345.61|22.56
4|1748|BUSHING NEGRO CLASE 150|DE 3" x 1-1/4"|8.75|0.09|15|175|5|75|1.35|73.65|97.22
3|1748|BUSHING NEGRO CLASE 150|DE 3" x 1-1/4"|8.75|0.09|24|175|5|120|2.16|117.84|97.22
3|1750|BUSHING NEGRO CLASE 150|DE 3" x 1-1/2"|8.6|0.11|1|175|4.91|4.91|0.11|4.8|78.18
4|1750|BUSHING NEGRO CLASE 150|DE 3" x 1-1/2"|8.6|0.11|7|175|4.91|34.37|0.77|33.6|78.18
4|1766|BUSHING PVC ROSCADO|BR-21 DE 3/4" x 1/2"|0.25|0.01|33|135|0.19|6.27|0.33|5.94|25
3|1766|BUSHING PVC ROSCADO|BR-21 DE 3/4" x 1/2"|0.25|0.01|1807|135|0.19|343.33|18.07|325.26|25
3|1768|BUSHING PVC ROSCADO|BR-21 DE 1" x 1/2"|0.41|0.01|63|135|0.3|18.9|0.63|18.27|41
4|1768|BUSHING PVC ROSCADO|BR-21 DE 1" x 1/2"|0.41|0.01|61|135|0.3|18.3|0.61|17.69|41
4|1772|BUSHING PVC ROSCADO|BR-21 DE 1-1/4" x 1/2"|0.53|0.01|40|135|0.39|15.6|0.4|15.2|53
3|1772|BUSHING PVC ROSCADO|BR-21 DE 1-1/4" x 1/2"|0.53|0.01|54|135|0.39|21.06|0.54|20.52|53
4|1774|BUSHING PVC ROSCADO|BR-21 DE 1-1/4" x 3/4"|0.53|0.01|45|135|0.39|17.55|0.45|17.1|53
3|1774|BUSHING PVC ROSCADO|BR-21 DE 1-1/4" x 3/4"|0.53|0.01|54|135|0.39|21.06|0.54|20.52|53
4|1776|BUSHING PVC ROSCADO|BR-21 DE 1-1/4" x 1"|0.46|0.01|31|135|0.34|10.54|0.31|10.23|46
3|1776|BUSHING PVC ROSCADO|BR-21 DE 1-1/4" x 1"|0.46|0.01|385|135|0.34|130.9|3.85|127.05|46
4|1782|BUSHING PVC ROSCADO|BR-21 DE 1-1/2" x 1"|0.62|0.01|4|135|0.46|1.84|0.04|1.8|62
3|1782|BUSHING PVC ROSCADO|BR-21 DE 1-1/2" x 1"|0.62|0.01|15|135|0.46|6.9|0.15|6.75|62
4|1784|BUSHING PVC ROSCADO|BR-21 DE 1-1/2" x 1-1/4"|0.58|0.01|45|135|0.43|19.35|0.45|18.9|58
3|1784|BUSHING PVC ROSCADO|BR-21 DE 1-1/2" x 1-1/4"|0.58|0.01|389|135|0.43|167.27|3.89|163.38|58
3|1786|BUSHING PVC ROSCADO|BR-21 DE 2" x 1"|0.9|0.01|7|135|0.67|4.69|0.07|4.62|90
4|1788|BUSHING PVC ROSCADO|BR-21 DE 2" x 1-1/4"|0.94|0.03|20|135|0.7|14|0.6|13.4|31.33
3|1788|BUSHING PVC ROSCADO|BR-21 DE 2" x 1-1/4"|0.94|0.03|399|135|0.7|279.3|11.97|267.33|31.33
4|1790|BUSHING PVC ROSCADO|BR-21 DE 2" x 1-1/2"|0.8|0.03|17|135|0.59|10.03|0.51|9.52|26.67
3|1790|BUSHING PVC ROSCADO|BR-21 DE 2" x 1-1/2"|0.8|0.03|246|135|0.59|145.14|7.38|137.76|26.67
4|1836|CODO FLEX|DE 1/2"|0.34|0.01|27|125|0.27|7.29|0.27|7.02|34
3|1836|CODO FLEX|DE 1/2"|0.34|0.01|116|123.5|0.28|32.48|1.16|31.32|34
4|1842|CODO FLEX|DE 1-1/4"|2.76|0.01|17|125|2.21|37.57|0.17|37.4|276
3|1842|CODO FLEX|DE 1-1/4"|2.76|0.01|136|123.5|2.23|303.28|1.36|301.92|276
4|1846|CODO FLEX|DE 2"|3.85|0.02|26|125|3.08|80.08|0.52|79.56|192.5
3|1846|CODO FLEX|DE 2"|3.85|0.02|45|123.5|3.12|140.4|0.9|139.5|192.5
4|1848|CODO FLEX|DE 3"|8.37|0.11|8|125|6.7|53.6|0.88|52.72|76.09
3|1848|CODO FLEX|DE 3"|8.37|0.11|15|123.5|6.78|101.7|1.65|100.05|76.09
3|1880|CODO COBRE (FUNDICION)|No. 707 DE 3/8" x 90° SO-SO|1.78|0.01|22|125|1.42|31.24|0.22|31.02|178
4|1888|CODO COBRE (FUNDICION)|No. 707 DE 1-1/2" x 90ø SO-SO|6.93|0.01|1|125|5.54|5.54|0.01|5.53|693
3|1892|CODO COBRE (FUNDICION)|No. 707/3 DE 3/8" x 90ø SO-HI|4.24|0.01|6|125|3.39|20.34|0.06|20.28|424
4|1896|CODO COBRE (FUNDICION)|No. 707/3 DE 3/4" x 90ø SO HI|4.27|0.01|115|125|3.42|393.3|1.15|392.15|427
3|1896|CODO COBRE (FUNDICION)|No. 707/3 DE 3/4" x 90ø SO HI|4.27|0.01|699|125|3.42|2390.58|6.99|2383.59|427
3|1897|CODO COBRE (FUNDICION)|No. 707/3 DE 1" x 90ø SO-HI|6.93|0.01|2|125|5.54|11.08|0.02|11.06|693
4|1897|CODO COBRE (FUNDICION)|No. 707/3 DE 1" x 90ø SO-HI|6.93|0.01|9|125|5.54|49.86|0.09|49.77|693
4|1906|CODO COBRE (SOPLADO)|No. 606/106 DE 3/4" x 45°|1.82|0.07|15|125|1.46|21.9|1.05|20.85|26
3|1906|CODO COBRE (SOPLADO)|No. 606/106 DE 3/4" x 45°|1.82|0.07|228|125|1.46|332.88|15.96|316.92|26
3|1908|CODO COBRE (SOPLADO)|No. 607 DE 3/8" x 90ø|1.78|0.04|1|125|1.42|1.42|0.04|1.38|44.5
4|1908|CODO COBRE (SOPLADO)|No. 607 DE 3/8" x 90ø|1.78|0.04|1|125|1.42|1.42|0.04|1.38|44.5
4|1978|CODO GALV. 3 VIAS CLASE 150|DE 3/8"|1.33|0.01|44|175|0.76|33.44|0.44|33|133
3|1978|CODO GALV. 3 VIAS CLASE 150|DE 3/8"|1.33|0.01|597|175|0.76|453.72|5.97|447.75|133
4|1980|CODO GALV. 3 VIAS CLASE 150|DE 1/2"|1.33|0.01|61|175|0.76|46.36|0.61|45.75|133
3|1980|CODO GALV. 3 VIAS CLASE 150|DE 1/2"|1.33|0.01|2382|175|0.76|1810.32|23.82|1786.5|133
4|1982|CODO GALV. 3 VIAS CLASE 150|DE 3/4"|1.76|0.02|22|175|1.01|22.22|0.44|21.78|88
3|1982|CODO GALV. 3 VIAS CLASE 150|DE 3/4"|1.76|0.02|123|175|1.01|124.23|2.46|121.77|88
4|1986|CODO GALV. 3 VIAS CLASE 150|DE 1-1/4"|8.31|0.03|4|175|4.75|19|0.12|18.88|277
3|1986|CODO GALV. 3 VIAS CLASE 150|DE 1-1/4"|8.31|0.03|581|175|4.75|2759.75|17.43|2742.32|277
4|1988|CODO GALV. 3 VIAS CLASE 150|DE 1-1/2"|14.73|0.05|7|175|8.42|58.94|0.35|58.59|294.6
3|1988|CODO GALV. 3 VIAS CLASE 150|DE 1-1/2"|14.73|0.05|710|175|8.42|5978.2|35.5|5942.7|294.6
4|1990|CODO GALV. 3 VIAS CLASE 150|DE 2"|17.04|0.09|9|175|9.74|87.66|0.81|86.85|189.33
3|1990|CODO GALV. 3 VIAS CLASE 150|DE 2"|17.04|0.09|1876|175|9.74|18272.24|168.84|18103.4|189.33
3|2014|CODO GALV. CURVO HEMBRA CLASE 150|DE 1-1/4"|6.03|0.04|43|175|3.45|148.35|1.72|146.63|150.75
3|2016|CODO GALV. CURVO HEMBRA CLASE 150|DE 1-1/2"|8.12|0.05|208|175|4.64|965.12|10.4|954.72|162.4
4|2024|CODO GALV. CURVO MACHO CLASE 150|DE 1/2"|4.02|0.01|37|175|2.3|85.1|0.37|84.73|402
3|2024|CODO GALV. CURVO MACHO CLASE 150|DE 1/2"|4.02|0.01|195|175|2.3|448.5|1.95|446.55|402
4|2026|CODO GALV. CURVO MACHO CLASE 150|DE 3/4"|5.37|0.02|24|175|3.07|73.68|0.48|73.2|268.5
3|2026|CODO GALV. CURVO MACHO CLASE 150|DE 3/4"|5.37|0.02|83|175|3.07|254.81|1.66|253.15|268.5
4|2038|CODO GALV. CLASE 150 X 90° REDUCIDO|DE 1/2" x 1/4"|2.52|0.01|36|175|1.44|51.84|0.36|51.48|252
3|2038|CODO GALV. CLASE 150 X 90° REDUCIDO|DE 1/2" x 1/4"|2.52|0.01|917|175|1.44|1320.48|9.17|1311.31|252
4|2050|CODO GALV. CLASE 150 X 90° REDUCIDO|DE 1-1/4" x 3/4"|6.31|0.04|29|175|3.61|104.69|1.16|103.53|157.75
3|2050|CODO GALV. CLASE 150 X 90° REDUCIDO|DE 1-1/4" x 3/4"|6.31|0.04|435|175|3.61|1570.35|17.4|1552.95|157.75
3|2054|CODO GALV. CLASE 150 X 90° REDUCIDO|DE 1-1/2" x 1"|7.87|0.05|43|175|4.5|193.5|2.15|191.35|157.4
4|2054|CODO GALV. CLASE 150 X 90° REDUCIDO|DE 1-1/2" x 1"|7.87|0.05|75|175|4.5|337.5|3.75|333.75|157.4
4|2056|CODO GALV. CLASE 150 X 90° REDUCIDO|DE 1-1/2" x 1-1/4"|7.87|0.05|22|175|4.5|99|1.1|97.9|157.4
3|2056|CODO GALV. CLASE 150 X 90° REDUCIDO|DE 1-1/2" x 1-1/4"|7.87|0.05|153|175|4.5|688.5|7.65|680.85|157.4
4|2058|CODO GALV. CLASE 150 X 90° REDUCIDO|DE 2" x 1"|11.15|0.06|62|175|6.37|394.94|3.72|391.22|185.83
3|2058|CODO GALV. CLASE 150 X 90° REDUCIDO|DE 2" x 1"|11.15|0.06|107|175|6.37|681.59|6.42|675.17|185.83
4|2060|CODO GALV. CLASE 150 X 90° REDUCIDO|DE 2" x 1-1/4"|11.15|0.06|45|175|6.37|286.65|2.7|283.95|185.83
3|2060|CODO GALV. CLASE 150 X 90° REDUCIDO|DE 2" x 1-1/4"|11.15|0.06|102|175|6.37|649.74|6.12|643.62|185.83
4|2062|CODO GALV. CLASE 150 X 90° REDUCIDO|DE 2" x 1-1/2"|11.15|0.06|46|175|6.37|293.02|2.76|290.26|185.83
3|2062|CODO GALV. CLASE 150 X 90° REDUCIDO|DE 2" x 1-1/2"|11.15|0.06|146|175|6.37|930.02|8.76|921.26|185.83
4|2084|CODO GALV. CLASE 150 90°|DE 3/8"|1.17|0.01|79|175|0.67|52.93|0.79|52.14|117
3|2084|CODO GALV. CLASE 150 90°|DE 3/8"|1.17|0.01|648|175|0.67|434.16|6.48|427.68|117
3|2108|CODO GALV. CLASE 150  X 45°|DE 1/4"|1.82|0.01|41|175|1.04|42.64|0.41|42.23|182
4|2108|CODO GALV. CLASE 150  X 45°|DE 1/4"|1.82|0.01|106|175|1.04|110.24|1.06|109.18|182
4|2110|CODO GALV. CLASE 150  X 45°|DE 3/8"|1.67|0.01|82|175|0.95|77.9|0.82|77.08|167
3|2110|CODO GALV. CLASE 150  X 45°|DE 3/8"|1.67|0.01|1117|175|0.95|1061.15|11.17|1049.98|167
4|2114|CODO GALV. CLASE 150  X 45°|DE 3/4"|2.18|0.05|190|175|1.25|237.5|9.5|228|43.6
3|2114|CODO GALV. CLASE 150  X 45°|DE 3/4"|2.18|0.05|535|175|1.25|668.75|26.75|642|43.6
4|2116|CODO GALV. CLASE 150  X 45°|DE 1"|2.52|0.09|16|175|1.44|23.04|1.44|21.6|28
3|2116|CODO GALV. CLASE 150  X 45°|DE 1"|2.52|0.09|9|175|1.44|12.96|0.81|12.15|28
4|2118|CODO GALV. CLASE 150  X 45°|DE 1-1/4"|5.06|0.05|12|175|2.89|34.68|0.6|34.08|101.2
3|2118|CODO GALV. CLASE 150  X 45°|DE 1-1/4"|5.06|0.05|124|175|2.89|358.36|6.2|352.16|101.2
3|2136|CODO GALV. "U" CLASE 150|DE 1-1/4"|6.25|0.06|29|175|3.57|103.53|1.74|101.79|104.17
4|2146|CODO NEGRO CURVO HEMBRA CLASE 150|DE 1/2"|2.13|0.01|1|175|1.22|1.22|0.01|1.21|213
3|2146|CODO NEGRO CURVO HEMBRA CLASE 150|DE 1/2"|2.13|0.01|304|175|1.22|370.88|3.04|367.84|213
4|2152|CODO NEGRO CURVO HEMBRA CLASE 150|DE 1-1/4"|6.53|0.04|16|175|3.73|59.68|0.64|59.04|163.25
3|2152|CODO NEGRO CURVO HEMBRA CLASE 150|DE 1-1/4"|6.53|0.04|160|175|3.73|596.8|6.4|590.4|163.25
4|2174|CODO NEGRO CURVO MACHO CLASE 150|DE 2"|14.92|0.1|10|175|8.53|85.3|1|84.3|149.2
3|2174|CODO NEGRO CURVO MACHO CLASE 150|DE 2"|14.92|0.1|208|175|8.53|1774.24|20.8|1753.44|149.2
4|2186|CODO NEGRO 3 VIAS CLASE 150|DE 3/4"|2.64|0.02|10|175|1.51|15.1|0.2|14.9|132
3|2186|CODO NEGRO 3 VIAS CLASE 150|DE 3/4"|2.64|0.02|22|175|1.51|33.22|0.44|32.78|132
4|2188|CODO NEGRO 3 VIAS CLASE 150|DE 1"|8|0.03|78|175|4.57|356.46|2.34|354.12|266.67
3|2188|CODO NEGRO 3 VIAS CLASE 150|DE 1"|8|0.03|144|175|4.57|658.08|4.32|653.76|266.67
4|2200|CODO NEGRO CLASE 150 90° REDUCIDO|DE 1/2" x 1/4"|2.16|0.02|28|175|1.23|34.44|0.56|33.88|108
3|2200|CODO NEGRO CLASE 150 90° REDUCIDO|DE 1/2" x 1/4"|2.16|0.02|425|175|1.23|522.75|8.5|514.25|108
4|2204|CODO NEGRO CLASE 150 90° REDUCIDO|DE 3/4" x 1/2"|2.33|0.06|1|175|1.33|1.33|0.06|1.27|38.83
3|2204|CODO NEGRO CLASE 150 90° REDUCIDO|DE 3/4" x 1/2"|2.33|0.06|152|175|1.33|202.16|9.12|193.04|38.83
4|2212|CODO NEGRO CLASE 150 90° REDUCIDO|DE 1" x 3/4"|3.55|0.03|140|175|2.03|284.2|4.2|280|118.33
3|2212|CODO NEGRO CLASE 150 90° REDUCIDO|DE 1" x 3/4"|3.55|0.03|146|175|2.03|296.38|4.38|292|118.33
4|2216|CODO NEGRO CLASE 150 90° REDUCIDO|DE 1-1/4" x 3/4"|5.76|0.04|6|175|3.29|19.74|0.24|19.5|144
3|2216|CODO NEGRO CLASE 150 90° REDUCIDO|DE 1-1/4" x 3/4"|5.76|0.04|137|175|3.29|450.73|5.48|445.25|144
4|2218|CODO NEGRO CLASE 150 90° REDUCIDO|DE 1-1/4" x 1"|5.76|0.04|6|175|3.29|19.74|0.24|19.5|144
3|2218|CODO NEGRO CLASE 150 90° REDUCIDO|DE 1-1/4" x 1"|5.76|0.04|48|175|3.29|157.92|1.92|156|144
4|2220|CODO NEGRO CLASE 150 90° REDUCIDO|DE 1-1/2" x 1"|6.63|0.05|11|175|3.79|41.69|0.55|41.14|132.6
3|2220|CODO NEGRO CLASE 150 90° REDUCIDO|DE 1-1/2" x 1"|6.63|0.05|314|175|3.79|1190.06|15.7|1174.36|132.6
4|2222|CODO NEGRO CLASE 150 90° REDUCIDO|DE 1-1/2" x 1-1/4"|6.63|0.05|10|175|3.79|37.9|0.5|37.4|132.6
3|2222|CODO NEGRO CLASE 150 90° REDUCIDO|DE 1-1/2" x 1-1/4"|6.63|0.05|241|175|3.79|913.39|12.05|901.34|132.6
4|2228|CODO NEGRO CLASE 150 90° REDUCIDO|DE 2" x 1"|8.24|0.06|7|175|4.71|32.97|0.42|32.55|137.33
3|2228|CODO NEGRO CLASE 150 90° REDUCIDO|DE 2" x 1"|8.24|0.06|149|175|4.71|701.79|8.94|692.85|137.33
4|2230|CODO NEGRO CLASE 150 90° REDUCIDO|DE 2" x 1-1/4"|8.24|0.06|5|175|4.71|23.55|0.3|23.25|137.33
3|2230|CODO NEGRO CLASE 150 90° REDUCIDO|DE 2" x 1-1/4"|8.24|0.06|362|175|4.71|1705.02|21.72|1683.3|137.33
4|2248|CODO NEGRO CLASE 150|DE 1/4" x 90°|1.25|0.01|8|175|0.71|5.68|0.08|5.6|125
3|2248|CODO NEGRO CLASE 150|DE 1/4" x 90°|1.25|0.01|425|175|0.71|301.75|4.25|297.5|125
4|2272|CODO NEGRO CLASE 150|DE 1/4" x 45°|1.35|0.05|27|175|0.77|20.79|1.35|19.44|27
3|2272|CODO NEGRO CLASE 150|DE 1/4" x 45°|1.35|0.05|415|175|0.77|319.55|20.75|298.8|27
4|2276|CODO NEGRO CLASE 150|DE 1/2" x 45°|1.09|0.05|66|175|0.62|40.92|3.3|37.62|21.8
3|2276|CODO NEGRO CLASE 150|DE 1/2" x 45°|1.09|0.05|1064|175|0.62|659.68|53.2|606.48|21.8
4|2278|CODO NEGRO CLASE 150|DE 3/4" x 45°|1.65|0.07|28|175|0.94|26.32|1.96|24.36|23.57
3|2278|CODO NEGRO CLASE 150|DE 3/4" x 45°|1.65|0.07|800|175|0.94|752|56|696|23.57
4|2280|CODO NEGRO CLASE 150|DE 1" x 45°|2.52|0.11|22|175|1.44|31.68|2.42|29.26|22.91
3|2280|CODO NEGRO CLASE 150|DE 1" x 45°|2.52|0.11|136|175|1.44|195.84|14.96|180.88|22.91
4|2314|CODO SOLDAR ASTM-A234 CEDULA 40|DE 1/2" x 45°|1.86|0.01|14|165|1.13|15.82|0.14|15.68|186
3|2314|CODO SOLDAR ASTM-A234 CEDULA 40|DE 1/2" x 45°|1.86|0.01|135|125|1.49|201.15|1.35|199.8|186
4|2316|CODO SOLDAR ASTM-A234 CEDULA 40|DE 3/4" x 45°|2.21|0.01|9|165|1.34|12.06|0.09|11.97|221
3|2316|CODO SOLDAR ASTM-A234 CEDULA 40|DE 3/4" x 45°|2.21|0.01|131|125|1.77|231.87|1.31|230.56|221
4|2322|CODO SOLDAR ASTM-A234 CEDULA 40|DE 1-1/2" x 45ø|2.57|0.01|1|165|1.56|1.56|0.01|1.55|257
3|2322|CODO SOLDAR ASTM-A234 CEDULA 40|DE 1-1/2" x 45ø|2.57|0.01|9|125|2.06|18.54|0.09|18.45|257
3|2376|CODO SOLDAR ASTM-A234 CEDULA 40|DE 6" x 180ø|50|0.07|41|125|40|1640|2.87|1637.13|714.29
4|2712|CODO PVC ROSCADO|DE 1-1/4" x 90ø|1.24|0.03|6|115|1.08|6.48|0.18|6.3|41.33
3|2712|CODO PVC ROSCADO|DE 1-1/4" x 90ø|1.24|0.03|1392|115|1.08|1503.36|41.76|1461.6|41.33
3|2714|CODO PVC ROSCADO|DE 1-1/2" x 90ø|1.35|0.04|1412|115|1.17|1652.04|56.48|1595.56|33.75
3|2747|COLLAR DERIVACION PVC|DE 20mm. A 1/2" ISO|1.46|0.01|52|123.5|1.18|61.36|0.52|60.84|146
3|2826|CONECTOR GALV. SIN TUERCAS|DE 1/2"|1.46|0.01|40|125|1.17|46.8|0.4|46.4|146
3|2828|CONECTOR GALV. SIN TUERCAS|DE 3/4"|1.85|0.01|77|125|1.48|113.96|0.77|113.19|185
4|2830|CONECTOR GALV. SIN TUERCAS|DE 1"|2.24|0.01|9|125|1.79|16.11|0.09|16.02|224
3|2830|CONECTOR GALV. SIN TUERCAS|DE 1"|2.24|0.01|44|125|1.79|78.76|0.44|78.32|224
4|2832|CONECTOR GALV. SIN TUERCAS|DE 1-1/4"|2.48|0.01|79|125|1.98|156.42|0.79|155.63|248
3|2832|CONECTOR GALV. SIN TUERCAS|DE 1-1/4"|2.48|0.01|172|125|1.98|340.56|1.72|338.84|248
4|2842|CRUZ DE COBRE (FUNDICION)|No. 735 DE 1/2" SO-SO|4.08|0.01|16|125|3.26|52.16|0.16|52|408
4|2884|CRUZ DE INSERCION FLEX NO.72|DE 3/4"|1.18|0.08|8|125|0.94|7.52|0.64|6.88|14.75
4|2890|CRUZ GALV. CLASE 150|DE 3/4"|7.57|0.03|11|175|4.33|47.63|0.33|47.3|252.33
3|2890|CRUZ GALV. CLASE 150|DE 3/4"|7.57|0.03|624|175|4.33|2701.92|18.72|2683.2|252.33
4|2894|CRUZ GALV. CLASE 150|DE 1-1/4"|13.6|0.09|39|175|7.77|303.03|3.51|299.52|151.11
3|2894|CRUZ GALV. CLASE 150|DE 1-1/4"|13.6|0.09|104|175|7.77|808.08|9.36|798.72|151.11
4|2896|CRUZ GALV. CLASE 150|DE 1-1/2"|15.4|0.12|0|175|8.8|0|0|0|128.33
3|2896|CRUZ GALV. CLASE 150|DE 1-1/2"|15.4|0.12|68|175|8.8|598.4|8.16|590.24|128.33
4|2910|CRUZ NEGRA CLASE 150|DE 3/8"|4.33|0.03|20|175|2.47|49.4|0.6|48.8|144.33
3|2910|CRUZ NEGRA CLASE 150|DE 3/8"|4.33|0.03|262|175|2.47|647.14|7.86|639.28|144.33
4|2914|CRUZ NEGRA CLASE 150|DE 3/4"|4.44|0.01|5|175|2.54|12.7|0.05|12.65|444
3|2914|CRUZ NEGRA CLASE 150|DE 3/4"|4.44|0.01|172|175|2.54|436.88|1.72|435.16|444
3|3046|CRUZ PVC ROSCADA|BR-4 DE 1/2"|0.83|0.03|4|115|0.72|2.88|0.12|2.76|27.67
