1|IA195|195|20.0|15.0|10.0|56.0|20.0|56.0|FOBOS|2002-01-20 00:00:00|
1|IA200|200|20.0|15.0|10.0|60.0|20.0|60.0|FOBOS|2002-01-20 00:00:00|
1|IA210|210|20.0|15.0|10.0|68.0|20.0|68.0|FOBOS|2002-01-20 00:00:00|
1|IA220|220|20.0|15.0|10.0|76.0|20.0|76.0|FOBOS|2002-01-20 00:00:00|
1|IR135|135|12.0|10.0|8.0|18.8|12.0|18.8|FOBOS|2002-01-20 00:00:00|
1|IR140|140|12.0|10.0|8.0|23.2|12.0|23.2|FOBOS|2002-01-20 00:00:00|
1|IR150|150|15.0|12.0|10.0|27.5|50.0|27.5|FOBOS|2002-01-20 00:00:00|
1|IR165|165|20.0|15.0|10.0|32.0|20.0|32.0|FOBOS|2002-01-20 00:00:00|
1|IR170|170|20.0|15.0|10.0|36.0|20.0|36.0|FOBOS|2002-01-20 00:00:00|
1|IR175|175|20.0|15.0|10.0|40.0|20.0|40.0|FOBOS|2002-01-20 00:00:00|
1|IR180|180|20.0|15.0|10.0|44.0|20.0|44.0|FOBOS|2002-01-20 00:00:00|
1|IR185|185|20.0|15.0|10.0|48.0|20.0|48.0|FOBOS|2002-01-20 00:00:00|
1|IR190|190|20.0|15.0|10.0|52.0|20.0|52.0|FOBOS|2002-01-20 00:00:00|
1|IR195|195|20.0|15.0|10.0|56.0|20.0|56.0|FOBOS|2002-01-20 00:00:00|
1|IR200|200|20.0|15.0|10.0|60.0|20.0|60.0|FOBOS|2002-01-20 00:00:00|
1|IR210|210|20.0|15.0|10.0|68.0|20.0|68.0|FOBOS|2002-01-20 00:00:00|
1|IR220|220|20.0|15.0|10.0|76.0|20.0|76.0|FOBOS|2002-01-20 00:00:00|
1|IR230|230|20.0|15.0|10.0|84.0|20.0|84.0|FOBOS|2002-01-20 00:00:00|
1|IR240|240|20.0|15.0|10.0|92.0|20.0|92.0|FOBOS|2002-01-20 00:00:00|
1|IR250|250|20.0|15.0|10.0|100.0|20.0|100.0|FOBOS|2002-01-20 00:00:00|
1|IC150|150|15.0|12.0|10.0|27.5|15.0|27.5|FOBOS|2002-01-20 00:00:00|
1|IC155|155|15.0|12.0|10.0|31.75|15.0|31.75|FOBOS|2002-01-20 00:00:00|
1|IC160|160|15.0|12.0|10.0|36.0|15.0|36.0|FOBOS|2002-01-20 00:00:00|
1|IC165|165|20.0|15.0|10.0|32.0|20.0|32.0|FOBOS|2002-01-20 00:00:00|
1|IC170|170|20.0|15.0|10.0|36.0|20.0|36.0|FOBOS|2002-01-20 00:00:00|
1|IC175|175|25.0|20.0|10.0|31.25|25.0|31.25|FOBOS|2002-01-20 00:00:00|
1|IC180|180|25.0|20.0|10.0|35.0|25.0|35.0|FOBOS|2002-01-20 00:00:00|
1|IV135|135|10.0|8.0|5.0|21.5|10.0|21.5|FOBOS|2002-01-20 00:00:00|
1|IV165|165|20.0|15.0|10.0|32.0|20.0|32.0|FOBOS|2002-01-20 00:00:00|
1|IV170|170|20.0|15.0|10.0|36.0|20.0|36.0|FOBOS|2002-01-20 00:00:00|
1|IV180|180|25.0|20.0|10.0|35.0|25.0|35.0|FOBOS|2002-01-20 00:00:00|
1|NP115|115|10.0|8.0|5.0|3.5|10.0|3.5|FOBOS|2002-01-20 00:00:00|
1|NP120|120|15.0|10.0|5.0|8.0|10.0|8.0|FOBOS|2002-01-20 00:00:00|
1|NP125|125|15.0|10.0|8.0|10.0|12.0|10.0|FOBOS|2002-01-20 00:00:00|
1|NP130|130|35.0|10.0|8.0|14.4|12.0|14.4|FOBOS|2002-01-20 00:00:00|
1|NP135|135|19.0|15.0|12.0|8.0|20.0|8.0|FOBOS|2002-01-20 00:00:00|
1|NP140|140|19.0|12.0|10.0|19.0|15.0|19.0|FOBOS|2002-01-20 00:00:00|
1|NP145|145|19.0|12.0|10.0|23.25|15.0|23.25|FOBOS|2002-01-20 00:00:00|
1|NP150|150|19.0|15.0|12.0|23.0|18.0|23.0|FOBOS|2002-01-20 00:00:00|
1|NP165|165|20.0|18.0|15.0|32.0|20.0|32.0|FOBOS|2002-01-20 00:00:00|
1|NP180|180|20.0|18.0|15.0|44.0|20.0|44.0|FOBOS|2002-01-20 00:00:00|
1|NA120|120|15.0|10.0|5.0|10.4|8.0|10.4|FOBOS|2002-01-20 00:00:00|
1|NA125|125|10.0|8.0|5.0|12.5|10.0|12.5|FOBOS|2002-01-20 00:00:00|
1|NA130|130|12.0|10.0|8.0|14.4|12.0|14.4|FOBOS|2002-01-20 00:00:00|
1|NA135|135|15.0|12.0|10.0|14.75|15.0|14.75|FOBOS|2002-01-20 00:00:00|
1|NA140|140|15.0|12.0|10.0|19.0|15.0|19.0|FOBOS|2002-01-20 00:00:00|
1|NA145|145|15.0|12.0|10.0|23.25|15.0|23.25|FOBOS|2002-01-20 00:00:00|
1|NA150|150|18.0|15.0|12.0|23.0|18.0|23.0|FOBOS|2002-01-20 00:00:00|
1|NR135|135|12.0|10.0|8.0|18.8|12.0|18.8|FOBOS|2002-01-20 00:00:00|
1|NR140|140|15.0|12.0|10.0|19.0|15.0|19.0|FOBOS|2002-01-20 00:00:00|
1|NR145|145|15.0|12.0|10.0|23.25|15.0|23.25|FOBOS|2002-01-20 00:00:00|
1|NR150|150|15.0|12.0|10.0|27.5|15.0|27.5|FOBOS|2002-01-20 00:00:00|
1|NR155|155|15.0|12.0|10.0|31.75|15.0|31.75|FOBOS|2002-01-20 00:00:00|
1|NR160|160|18.0|15.0|12.0|31.2|18.0|31.2|FOBOS|2002-01-20 00:00:00|
1|NR165|165|18.0|15.0|12.0|35.3|18.0|35.3|FOBOS|2002-01-20 00:00:00|
1|NC120|120|10.0|8.0|5.0|10.4|8.0|10.4|FOBOS|2002-01-20 00:00:00|
1|NC125|125|10.0|8.0|5.0|12.5|10.0|12.5|FOBOS|2002-01-20 00:00:00|
1|NC130|130|25.0|10.0|8.0|14.4|12.0|14.4|FOBOS|2002-01-20 00:00:00|
1|NC135|135|15.0|12.0|10.0|14.75|15.0|14.75|FOBOS|2002-01-20 00:00:00|
1|NC140|140|15.0|12.0|10.0|19.0|15.0|19.0|FOBOS|2002-01-20 00:00:00|
1|NV135|135|15.0|12.0|10.0|14.75|15.0|14.75|FOBOS|2002-01-20 00:00:00|
1|EE135|135|20.0|20.0|15.0|8.0|20.0|8.0|FOBOS|2002-01-20 00:00:00|
1|FV135|135|15.0|15.0|10.0|14.75|15.0|14.75|FOBOS|2002-01-20 00:00:00|
1|PG130|130|20.0|15.0|10.0|4.0|20.0|4.0|FOBOS|2002-01-20 00:00:00|
1|PROMO|155|30.0|30.0|30.0|8.5|30.0|8.5|FOBOS   |2003-01-10 16:04:59|
1|CA140|140|20.0|20.0|15.0|12.0|20.0|12.0|FOBOS   |2003-01-16 09:59:09|
1|FVPRO|150|30.0|30.0|20.0|5.0|30.0|5.0|FOBOS   |2003-01-20 10:09:20|
1|MCPRO|200|50.0|50.0|50.0|0.0|50.0|0.0|FOBOS   |2003-01-21 10:40:24|
1|EEPRY|140|20.0|20.0|15.0|12.0|20.0|12.0|FOBOS   |2003-01-22 12:20:52|
1|MEGYE|153|12.0|10.0|10.0|34.64|12.0|34.64|FOBOS   |2003-01-29 15:50:41|
1|FVPRY|142|23.0|23.0|15.0|9.34|20.0|13.6|FOBOS   |2003-01-29 16:55:22|
1|MIAMI|200|50.0|50.0|50.0|0.0|50.0|0.0|FOBOS   |2003-01-29 17:06:50|
1|HI119|119|12.0|10.0|8.0|4.72|0.0|0.0|FOBOS   |2003-02-10 16:42:11|
1|MYRDQ|180|30.0|20.0|15.0|35.0|24.0|35.0|E1EDWGUZ|2003-03-24 16:33:54|
1|SAN01|185|40.0|20.0|20.0|10.0|0.0|0.0|E1MARSAN|2003-05-05 11:40:13|
1|SAN02|220|50.0|40.0|40.0|10.0|0.0|0.0|E1MARSAN|2003-05-05 11:41:10|
1|SAN03|220|50.0|20.0|20.0|10.0|0.0|0.0|E1MARSAN|2003-05-05 11:41:49|
1|SAN04|160|30.0|20.0|15.0|10.0|0.0|0.0|E1MARSAN|2003-05-05 11:42:58|
1|SAN05|150|25.0|10.0|10.0|10.0|0.0|0.0|E1MARSAN|2003-05-05 11:45:29|
1|SAN06|130|15.0|10.0|10.0|10.0|0.0|0.0|E1MARSAN|2003-05-05 11:46:17|
1|SAN07|190|40.0|15.0|15.0|10.0|0.0|0.0|E1MARSAN|2003-05-05 11:47:11|
1|MILLE|165|35.0|27.0|25.0|7.0|0.0|0.0|E1MARSAN|2003-05-12 09:32:03|
1|RIPRO|165|25.0|22.0|18.0|15.0|25.0|15.0|E1MARSAN|2003-06-16 09:06:19|
1|MILL1|165|25.0|18.0|15.0|10.0|10.0|10.0|E1EDWGUZ|2003-06-24 09:34:39|
1|MILL2|165|20.0|15.0|10.0|10.0|10.0|10.0|E1EDWGUZ|2003-06-24 09:35:12|
1|SAN08|165|40.0|25.0|25.0|0.0|40.0|0.0|E1MARSAN|2003-08-07 13:56:12|
1|SAN09|143|30.0|20.0|20.0|0.0|30.0|0.0|E1MARSAN|2003-08-07 13:56:48|
1|SAN10|125|15.0|12.0|12.0|6.0|15.0|6.0|E1MARSAN|2003-08-07 13:57:21|
1|JYA01|165|30.0|18.0|15.0|16.0|30.0|30.0|E1MARSAN|2003-08-08 11:43:50|
1|JYA02|180|30.0|15.0|10.0|25.0|30.0|25.0|E1MARSAN|2003-08-08 17:31:24|
1|JYA2|125|12.0|12.0|12.0|10.0|10.0|10.0|E1MARSAN|2003-09-05 13:47:55|
1|JYA3|125|18.0|15.0|15.0|7.0|18.0|18.0|E1MARSAN|2003-09-05 16:08:51|
1|JYA4|125|15.0|10.0|0.0|5.0|4.0|5.0|E1MARSAN|2003-10-07 10:59:56|
1|JYA5|118|10.0|5.0|0.0|7.0|10.0|7.0|E1MARSAN|2004-03-25 10:08:50|
1|MERCA|0|0.0|0.0|0.0|0.0|0.0|0.0|PETEWETT|2004-06-03 10:27:04|
1|RE000|0|0.0|0.0|0.0|0.0|0.0|0.0|FOBOS   |2004-06-03 10:28:07|
1|ISKRA|148|20.0|20.0|20.0|18.5|20.0|18.5|E1JOSYEP|2004-06-14 17:03:51|
1|JYA6|165|22.0|22.0|22.0|28.7|22.0|28.7|E1JOSYEP|2004-07-05 10:39:29|
1|GRUND|170|25.0|18.0|18.0|27.0|25.0|27.0|E1JOSYEP|2004-10-04 10:32:08|
1|JYA7|135|25.0|25.0|25.0|7.0|25.0|7.0|E1JOSYEP|2004-12-07 17:45:28|
1|IP145|150|15.0|12.0|10.0|27.5|20.0|20.0|E1EDWGUZ|2005-04-27 15:11:47|
1|EDESA|133|25.0|20.0|20.0|0.0|25.0|0.0|E1JOSYEP|2005-07-29 17:02:02|
1|CERA1|135|15.0|15.0|12.0|15.0|15.0|15.0|E1EDWGUZ|2005-08-02 15:38:25|
1|PROM1|0|20.0|15.0|12.0|0.0|0.0|0.0|E1EDWGUZ|2005-09-02 09:39:20|
