2004-04-15|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-04-15|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-04-15|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-04-15|400.0|55|SS-APORTE PERS.|55|DE|20.57|
2004-04-15|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-04-30|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-04-30|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-04-30|400.0|7|HORAS 50%   |7|DI|12.0|
2004-04-30|400.0|8|V. HORAS 50%   |8|DI|30.0|
2004-04-30|400.0|9|HORAS 100%    |9|DI|6.0|
2004-04-30|400.0|10|V. HORAS 100%  |10|DI|20.0|
2004-04-30|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-04-30|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-04-30|400.0|14|RUS            |14|DI|8.0|
2004-04-30|400.0|55|SS-APORTE PERS.|55|DE|23.38|
2004-04-30|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-05-15|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-05-15|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-05-15|400.0|7|HORAS 50%   |7|DI|11.0|
2004-05-15|400.0|8|V. HORAS 50%   |8|DI|27.5|
2004-05-15|400.0|9|HORAS 100%    |9|DI|0.0|
2004-05-15|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-05-15|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-05-15|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-05-15|400.0|55|SS-APORTE PERS.|55|DE|21.27|
2004-05-15|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-05-31|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-05-31|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-05-31|400.0|7|HORAS 50%   |7|DI|7.0|
2004-05-31|400.0|8|V. HORAS 50%   |8|DI|17.5|
2004-05-31|400.0|9|HORAS 100%    |9|DI|0.0|
2004-05-31|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-05-31|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-05-31|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-05-31|400.0|14|RUS            |14|DI|8.0|
2004-05-31|400.0|55|SS-APORTE PERS.|55|DE|20.34|
2004-05-31|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-06-15|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-06-15|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-06-15|400.0|7|HORAS 50%   |7|DI|10.5|
2004-06-15|400.0|8|V. HORAS 50%   |8|DI|26.25|
2004-06-15|400.0|9|HORAS 100%    |9|DI|0.0|
2004-06-15|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-06-15|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-06-15|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-06-15|400.0|55|SS-APORTE PERS.|55|DE|21.15|
2004-06-15|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-06-30|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-06-30|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-06-30|400.0|7|HORAS 50%   |7|DI|9.5|
2004-06-30|400.0|8|V. HORAS 50%   |8|DI|23.75|
2004-06-30|400.0|9|HORAS 100%    |9|DI|0.0|
2004-06-30|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-06-30|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-06-30|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-06-30|400.0|14|RUS            |14|DI|8.0|
2004-06-30|400.0|55|SS-APORTE PERS.|55|DE|20.92|
2004-06-30|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-07-15|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-07-15|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-07-15|400.0|7|HORAS 50%   |7|DI|8.5|
2004-07-15|400.0|8|V. HORAS 50%   |8|DI|21.25|
2004-07-15|400.0|9|HORAS 100%    |9|DI|0.0|
2004-07-15|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-07-15|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-07-15|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-07-15|400.0|55|SS-APORTE PERS.|55|DE|20.69|
2004-07-15|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-07-31|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-07-31|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-07-31|400.0|7|HORAS 50%   |7|DI|6.5|
2004-07-31|400.0|8|V. HORAS 50%   |8|DI|16.25|
2004-07-31|400.0|9|HORAS 100%    |9|DI|0.0|
2004-07-31|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-07-31|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-07-31|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-07-31|400.0|14|RUS            |14|DI|8.0|
2004-07-31|400.0|55|SS-APORTE PERS.|55|DE|20.22|
2004-07-31|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-08-15|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-08-15|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-08-15|400.0|7|HORAS 50%   |7|DI|8.0|
2004-08-15|400.0|8|V. HORAS 50%   |8|DI|20.0|
2004-08-15|400.0|9|HORAS 100%    |9|DI|0.0|
2004-08-15|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-08-15|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-08-15|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-08-15|400.0|55|SS-APORTE PERS.|55|DE|20.57|
2004-08-15|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-08-31|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-08-31|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-08-31|400.0|7|HORAS 50%   |7|DI|13.0|
2004-08-31|400.0|8|V. HORAS 50%   |8|DI|32.5|
2004-08-31|400.0|9|HORAS 100%    |9|DI|0.0|
2004-08-31|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-08-31|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-08-31|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-08-31|400.0|14|RUS            |14|DI|8.0|
2004-08-31|400.0|55|SS-APORTE PERS.|55|DE|21.74|
2004-08-31|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-09-15|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-09-15|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-09-15|400.0|7|HORAS 50%   |7|DI|6.5|
2004-09-15|400.0|8|V. HORAS 50%   |8|DI|16.25|
2004-09-15|400.0|9|HORAS 100%    |9|DI|0.0|
2004-09-15|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-09-15|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-09-15|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-09-15|400.0|55|SS-APORTE PERS.|55|DE|20.22|
2004-09-15|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-09-30|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-09-30|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-09-30|400.0|7|HORAS 50%   |7|DI|15.5|
2004-09-30|400.0|8|V. HORAS 50%   |8|DI|38.75|
2004-09-30|400.0|9|HORAS 100%    |9|DI|0.0|
2004-09-30|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-09-30|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-09-30|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-09-30|400.0|14|RUS            |14|DI|8.0|
2004-09-30|400.0|55|SS-APORTE PERS.|55|DE|22.32|
2004-09-30|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-10-15|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-10-15|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-10-15|400.0|7|HORAS 50%   |7|DI|12.5|
2004-10-15|400.0|8|V. HORAS 50%   |8|DI|31.25|
2004-10-15|400.0|9|HORAS 100%    |9|DI|0.0|
2004-10-15|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-10-15|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-10-15|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-10-15|400.0|55|SS-APORTE PERS.|55|DE|21.62|
2004-10-15|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-10-31|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-10-31|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-10-31|400.0|7|HORAS 50%   |7|DI|7.5|
2004-10-31|400.0|8|V. HORAS 50%   |8|DI|18.75|
2004-10-31|400.0|9|HORAS 100%    |9|DI|0.0|
2004-10-31|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-10-31|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-10-31|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-10-31|400.0|14|RUS            |14|DI|8.0|
2004-10-31|400.0|55|SS-APORTE PERS.|55|DE|20.45|
2004-10-31|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-11-15|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-11-15|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-11-15|400.0|7|HORAS 50%   |7|DI|10.5|
2004-11-15|400.0|8|V. HORAS 50%   |8|DI|26.25|
2004-11-15|400.0|9|HORAS 100%    |9|DI|0.0|
2004-11-15|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-11-15|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-11-15|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-11-15|400.0|55|SS-APORTE PERS.|55|DE|21.15|
2004-11-15|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-11-30|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-11-30|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-11-30|400.0|7|HORAS 50%   |7|DI|9.0|
2004-11-30|400.0|8|V. HORAS 50%   |8|DI|22.5|
2004-11-30|400.0|9|HORAS 100%    |9|DI|0.0|
2004-11-30|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-11-30|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-11-30|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-11-30|400.0|14|RUS            |14|DI|8.0|
2004-11-30|400.0|55|SS-APORTE PERS.|55|DE|20.8|
2004-11-30|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-12-15|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-12-15|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-12-15|400.0|7|HORAS 50%   |7|DI|12.0|
2004-12-15|400.0|8|V. HORAS 50%   |8|DI|30.0|
2004-12-15|400.0|9|HORAS 100%    |9|DI|0.0|
2004-12-15|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-12-15|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-12-15|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-12-15|400.0|55|SS-APORTE PERS.|55|DE|21.51|
2004-12-15|400.0|61|OTROS DSCTO|59|DE|0.0|
2004-12-31|400.0|1|DIAS TRABAJADOS|1|DI|15.0|
2004-12-31|400.0|2|V.D. TRABAJADOS|2|DI|200.0|
2004-12-31|400.0|7|HORAS 50%   |7|DI|7.5|
2004-12-31|400.0|8|V. HORAS 50%   |8|DI|18.75|
2004-12-31|400.0|9|HORAS 100%    |9|DI|0.0|
2004-12-31|400.0|10|V. HORAS 100%  |10|DI|0.0|
2004-12-31|400.0|11|DIAS VACACIONES|11|DI|0.0|
2004-12-31|400.0|12|VALOR VACACIONE|12|DI|0.0|
2004-12-31|400.0|14|RUS            |14|DI|8.0|
2004-12-31|400.0|55|SS-APORTE PERS.|55|DE|20.45|
2004-12-31|400.0|61|OTROS DSCTO|59|DE|0.0|
2005-01-15|408.0|1|DIAS TRABAJADOS|1|DI|15.0|
2005-01-15|408.0|2|V.D. TRABAJADOS|2|DI|204.0|
2005-01-15|408.0|7|HORAS 50%   |7|DI|13.0|
2005-01-15|408.0|8|V. HORAS 50%   |8|DI|33.15|
2005-01-15|408.0|9|HORAS 100%    |9|DI|0.0|
2005-01-15|408.0|10|V. HORAS 100%  |10|DI|0.0|
2005-01-15|408.0|11|DIAS VACACIONES|11|DI|0.0|
2005-01-15|408.0|12|VALOR VACACIONE|12|DI|0.0|
2005-01-15|408.0|55|SS-APORTE PERS.|55|DE|22.17|
2005-01-15|408.0|61|OTROS DSCTO|59|DE|0.0|
2005-01-31|430.0|1|DIAS TRABAJADOS|1|DI|15.0|
2005-01-31|430.0|2|V.D. TRABAJADOS|2|DI|215.0|
2005-01-31|430.0|7|HORAS 50%   |7|DI|11.5|
2005-01-31|430.0|8|V. HORAS 50%   |8|DI|30.91|
2005-01-31|430.0|9|HORAS 100%    |9|DI|0.0|
2005-01-31|430.0|10|V. HORAS 100%  |10|DI|0.0|
2005-01-31|430.0|11|DIAS VACACIONES|11|DI|0.0|
2005-01-31|430.0|12|VALOR VACACIONE|12|DI|0.0|
2005-01-31|430.0|55|SS-APORTE PERS.|55|DE|22.99|
2005-01-31|430.0|61|OTROS DSCTO|59|DE|0.0|
2005-02-15|430.0|1|DIAS TRABAJADOS|1|DI|15.0|
2005-02-15|430.0|2|V.D. TRABAJADOS|2|DI|215.0|
2005-02-15|430.0|7|HORAS 50%   |7|DI|10.5|
2005-02-15|430.0|8|V. HORAS 50%   |8|DI|28.22|
2005-02-15|430.0|9|HORAS 100%    |9|DI|0.0|
2005-02-15|430.0|10|V. HORAS 100%  |10|DI|0.0|
2005-02-15|430.0|11|DIAS VACACIONES|11|DI|0.0|
2005-02-15|430.0|12|VALOR VACACIONE|12|DI|0.0|
2005-02-15|430.0|55|SS-APORTE PERS.|55|DE|22.74|
2005-02-15|430.0|61|OTROS DSCTO|59|DE|0.0|
2005-02-28|430.0|1|DIAS TRABAJADOS|1|DI|15.0|
2005-02-28|430.0|2|V.D. TRABAJADOS|2|DI|215.0|
2005-02-28|430.0|7|HORAS 50%   |7|DI|11.0|
2005-02-28|430.0|8|V. HORAS 50%   |8|DI|29.56|
2005-02-28|430.0|9|HORAS 100%    |9|DI|0.0|
2005-02-28|430.0|10|V. HORAS 100%  |10|DI|0.0|
2005-02-28|430.0|11|DIAS VACACIONES|11|DI|0.0|
2005-02-28|430.0|12|VALOR VACACIONE|12|DI|0.0|
2005-02-28|430.0|55|SS-APORTE PERS.|55|DE|22.87|
2005-02-28|430.0|61|OTROS DSCTO|59|DE|0.0|
2005-03-15|430.0|1|DIAS TRABAJADOS|1|DI|15.0|
2005-03-15|430.0|2|V.D. TRABAJADOS|2|DI|215.0|
2005-03-15|430.0|7|HORAS 50%   |7|DI|14.0|
2005-03-15|430.0|8|V. HORAS 50%   |8|DI|37.63|
2005-03-15|430.0|9|HORAS 100%    |9|DI|0.0|
2005-03-15|430.0|10|V. HORAS 100%  |10|DI|0.0|
2005-03-15|430.0|11|DIAS VACACIONES|11|DI|0.0|
2005-03-15|430.0|12|VALOR VACACIONE|12|DI|0.0|
2005-03-15|430.0|55|SS-APORTE PERS.|55|DE|23.62|
2005-03-15|430.0|61|OTROS DSCTO|59|DE|0.0|
2005-03-31|430.0|1|DIAS TRABAJADOS|1|DI|15.0|
2005-03-31|430.0|2|V.D. TRABAJADOS|2|DI|215.0|
2005-03-31|430.0|7|HORAS 50%   |7|DI|12.0|
2005-03-31|430.0|8|V. HORAS 50%   |8|DI|32.25|
2005-03-31|430.0|9|HORAS 100%    |9|DI|0.0|
2005-03-31|430.0|10|V. HORAS 100%  |10|DI|0.0|
2005-03-31|430.0|11|DIAS VACACIONES|11|DI|0.0|
2005-03-31|430.0|12|VALOR VACACIONE|12|DI|0.0|
2005-03-31|430.0|55|SS-APORTE PERS.|55|DE|23.12|
2005-03-31|430.0|61|OTROS DSCTO|59|DE|0.0|
2005-04-15|430.0|1|DIAS TRABAJADOS|1|DI|15.0|
2005-04-15|430.0|2|V.D. TRABAJADOS|2|DI|215.0|
2005-04-15|430.0|7|HORAS 50%   |7|DI|13.0|
2005-04-15|430.0|8|V. HORAS 50%   |8|DI|34.94|
2005-04-15|430.0|9|HORAS 100%    |9|DI|0.0|
2005-04-15|430.0|10|V. HORAS 100%  |10|DI|0.0|
2005-04-15|430.0|11|DIAS VACACIONES|11|DI|0.0|
2005-04-15|430.0|12|VALOR VACACIONE|12|DI|0.0|
2005-04-15|430.0|55|SS-APORTE PERS.|55|DE|23.37|
2005-04-15|430.0|61|OTROS DSCTO|59|DE|0.0|
2005-04-30|430.0|1|DIAS TRABAJADOS|1|DI|15.0|
2005-04-30|430.0|2|V.D. TRABAJADOS|2|DI|215.0|
2005-04-30|430.0|7|HORAS 50%   |7|DI|13.0|
2005-04-30|430.0|8|V. HORAS 50%   |8|DI|34.94|
2005-04-30|430.0|9|HORAS 100%    |9|DI|0.0|
2005-04-30|430.0|10|V. HORAS 100%  |10|DI|0.0|
2005-04-30|430.0|11|DIAS VACACIONES|11|DI|0.0|
2005-04-30|430.0|12|VALOR VACACIONE|12|DI|0.0|
2005-04-30|430.0|55|SS-APORTE PERS.|55|DE|23.37|
2005-04-30|430.0|61|OTROS DSCTO|59|DE|0.0|
2005-05-15|430.0|1|DIAS TRABAJADOS|1|DI|6.0|
2005-05-15|430.0|2|V.D. TRABAJADOS|2|DI|86.0|
2005-05-15|430.0|7|HORAS 50%   |7|DI|5.5|
2005-05-15|430.0|8|V. HORAS 50%   |8|DI|14.78|
2005-05-15|430.0|9|HORAS 100%    |9|DI|0.0|
2005-05-15|430.0|10|V. HORAS 100%  |10|DI|0.0|
2005-05-15|430.0|11|DIAS VACACIONES|11|DI|9.0|
2005-05-15|430.0|12|VALOR VACACIONE|12|DI|131.13|
2005-05-15|430.0|55|SS-APORTE PERS.|55|DE|21.68|
2005-05-15|430.0|61|OTROS DSCTO|59|DE|118.87|
2005-05-31|430.0|1|DIAS TRABAJADOS|1|DI|15.0|
2005-05-31|430.0|2|V.D. TRABAJADOS|2|DI|215.0|
2005-05-31|430.0|7|HORAS 50%   |7|DI|12.0|
2005-05-31|430.0|8|V. HORAS 50%   |8|DI|32.25|
2005-05-31|430.0|9|HORAS 100%    |9|DI|0.0|
2005-05-31|430.0|10|V. HORAS 100%  |10|DI|0.0|
2005-05-31|430.0|11|DIAS VACACIONES|11|DI|0.0|
2005-05-31|430.0|12|VALOR VACACIONE|12|DI|0.0|
2005-05-31|430.0|55|SS-APORTE PERS.|55|DE|23.12|
2005-05-31|430.0|61|OTROS DSCTO|59|DE|0.0|
2005-06-15|430.0|1|DIAS TRABAJADOS|1|DI|15.0|
2005-06-15|430.0|2|V.D. TRABAJADOS|2|DI|215.0|
2005-06-15|430.0|7|HORAS 50%   |7|DI|11.0|
2005-06-15|430.0|8|V. HORAS 50%   |8|DI|29.56|
2005-06-15|430.0|9|HORAS 100%    |9|DI|0.0|
2005-06-15|430.0|10|V. HORAS 100%  |10|DI|0.0|
2005-06-15|430.0|11|DIAS VACACIONES|11|DI|0.0|
2005-06-15|430.0|12|VALOR VACACIONE|12|DI|0.0|
2005-06-15|430.0|55|SS-APORTE PERS.|55|DE|22.87|
2005-06-15|430.0|61|OTROS DSCTO|59|DE|0.0|
2005-06-30|430.0|1|DIAS TRABAJADOS|1|DI|15.0|
2005-06-30|430.0|2|V.D. TRABAJADOS|2|DI|215.0|
2005-06-30|430.0|7|HORAS 50%   |7|DI|11.5|
2005-06-30|430.0|8|V. HORAS 50%   |8|DI|30.91|
2005-06-30|430.0|9|HORAS 100%    |9|DI|0.0|
2005-06-30|430.0|10|V. HORAS 100%  |10|DI|0.0|
2005-06-30|430.0|11|DIAS VACACIONES|11|DI|0.0|
2005-06-30|430.0|12|VALOR VACACIONE|12|DI|0.0|
2005-06-30|430.0|55|SS-APORTE PERS.|55|DE|22.99|
2005-06-30|430.0|61|OTROS DSCTO|59|DE|0.0|
2005-07-15|430.0|1|DIAS TRABAJADOS|1|DI|15.0|
2005-07-15|430.0|2|V.D. TRABAJADOS|2|DI|215.0|
2005-07-15|430.0|7|HORAS 50%   |7|DI|11.5|
2005-07-15|430.0|8|V. HORAS 50%   |8|DI|30.91|
2005-07-15|430.0|9|HORAS 100%    |9|DI|3.5|
2005-07-15|430.0|10|V. HORAS 100%  |10|DI|12.54|
2005-07-15|430.0|11|DIAS VACACIONES|11|DI|0.0|
2005-07-15|430.0|12|VALOR VACACIONE|12|DI|0.0|
2005-07-15|430.0|55|SS-APORTE PERS.|55|DE|24.17|
2005-07-15|430.0|61|OTROS DSCTO|59|DE|0.0|
2005-07-31|430.0|1|DIAS TRABAJADOS|1|DI|15.0|
2005-07-31|430.0|2|V.D. TRABAJADOS|2|DI|215.0|
2005-07-31|430.0|7|HORAS 50%   |7|DI|10.0|
2005-07-31|430.0|8|V. HORAS 50%   |8|DI|26.88|
2005-07-31|430.0|9|HORAS 100%    |9|DI|0.0|
2005-07-31|430.0|10|V. HORAS 100%  |10|DI|0.0|
2005-07-31|430.0|11|DIAS VACACIONES|11|DI|0.0|
2005-07-31|430.0|12|VALOR VACACIONE|12|DI|0.0|
2005-07-31|430.0|55|SS-APORTE PERS.|55|DE|22.62|
2005-07-31|430.0|61|OTROS DSCTO|59|DE|0.0|
2005-08-15|430.0|1|DIAS TRABAJADOS|1|DI|15.0|
2005-08-15|430.0|2|V.D. TRABAJADOS|2|DI|215.0|
2005-08-15|430.0|7|HORAS 50%   |7|DI|9.0|
2005-08-15|430.0|8|V. HORAS 50%   |8|DI|24.19|
2005-08-15|430.0|9|HORAS 100%    |9|DI|0.0|
2005-08-15|430.0|10|V. HORAS 100%  |10|DI|0.0|
2005-08-15|430.0|11|DIAS VACACIONES|11|DI|0.0|
2005-08-15|430.0|12|VALOR VACACIONE|12|DI|0.0|
2005-08-15|430.0|55|SS-APORTE PERS.|55|DE|22.36|
2005-08-15|430.0|61|OTROS DSCTO|59|DE|0.0|
2005-08-31|430.0|1|DIAS TRABAJADOS|1|DI|15.0|
